countryCode,countryName,seriesCode,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,goal,sdg,controlOfCorruption,ruleOfLaw,group,instrumental
BEN,Benin,sdg16_cpi,0.293931981710644,0.2990836377672838,0.3042881412820488,0.3095459511959291,0.3148575301195393,0.3202233443614126,0.3256438639558894,0.3311195626915868,0.3366509181397408,0.3422384116832209,0.3478825285455169,0.3535837578196208,0.36,0.36,0.39,0.37,0.36,0.39,0.4,0.41,0.41,0.4140605328444362,0.8859999999999999,16,0.39291647140585834,0.4221101626118657,Africa,1
BFA,Burkina Faso,sdg16_cpi,0.3462519388824603,0.3492797975820991,0.352325299185253,0.355388532712702,0.3584695876021584,0.3615685537101285,0.3646855213137456,0.3678205811126531,0.3709738242309441,0.3741453422189806,0.3773352270553971,0.3805435711490119,0.38,0.38,0.38,0.38,0.42,0.42,0.41,0.4,0.4,0.4122723043302017,0.8859999999999999,16,0.4617948066415084,0.41068281533076983,Africa,1
BGD,Bangladesh,sdg16_cpi,0.2611074887734546,0.2611075596115331,0.2611076303736848,0.2611077010600287,0.2611077716703729,0.2611078422048081,0.261107912663455,0.2611079830462035,0.2611080533530945,0.2611081235839183,0.2611081937389858,0.2611082638181425,0.26,0.27,0.25,0.25,0.26,0.28,0.26,0.26,0.26,0.2611089603764558,0.8859999999999999,16,0.29053966770226114,0.3490723911811499,East & South Asia,1
BGR,Bulgaria,sdg16_cpi,0.3814919550489861,0.3838874474599407,0.3862932781172787,0.388709485898886,0.3911361098186887,0.3935731890268101,0.3960207628106929,0.3984788705949569,0.400947551941968,0.4034268465526054,0.4059167942664743,0.4084174350622618,0.41,0.41,0.43,0.41,0.41,0.43,0.42,0.43,0.44,0.433912673339961,0.8859999999999999,16,0.4622847122168384,0.4880546860991262,E. Europe & C. Asia,1
BHR,Bahrain,sdg16_cpi,0.6279312299179374,0.6197621118575576,0.6111713114830195,0.6021474338681578,0.5926788275214889,0.5827535790952361,0.5723595079905479,0.5614841608574288,0.5501148059869507,0.5382384275938499,0.5258417199875041,0.5129110816291522,0.51,0.48,0.49,0.51,0.43,0.36,0.36,0.42,0.42,0.3760996208437639,0.8859999999999999,16,0.5478022109786617,0.5943827467945432,MENA,1
BHS,"Bahamas, The",sdg16_cpi,0.8215147171602268,0.8142444598927341,0.8067203861787959,0.7989378511946796,0.7908921392804444,0.7825784629512924,0.7739919618943532,0.7651277019530482,0.7559806740976995,0.7465457933822961,0.7368178978879456,0.7267917476518733,0.71,0.71,0.71,0.6824433890360524,0.66,0.65,0.65,0.64,0.63,0.618129719793064,0.8859999999999999,16,0.7582437844480622,0.6776736109714098,LAC,1
BIH,Bosnia and Herzegovina,sdg16_cpi,0.5024711961526975,0.4960353113732196,0.4894786579536188,0.4827998154337223,0.4759973490491163,0.4690698095975492,0.4620157333049022,0.4548336416893761,0.4475220414254011,0.4400794242048107,0.432504266598066,0.4247950299140939,0.42,0.42,0.39,0.38,0.39,0.38,0.38,0.36,0.35,0.3468540493954393,0.8859999999999999,16,0.41929558063900557,0.43275765731933136,E. Europe & C. Asia,1
BLR,Belarus,sdg16_cpi,0.3284869579100906,0.3324882936152171,0.3358018113841119,0.338331431427493,0.3399720717136407,0.3406089166220063,0.340116630423255,0.3383585116086873,0.3351855838136011,0.3304356187818058,0.3239320865026815,0.3154830273108508,0.31,0.29,0.31,0.32,0.4,0.44,0.44,0.45,0.47,0.4801174058317325,0.8859999999999999,16,0.407759322148836,0.3111309684266547,E. Europe & C. Asia,1
BOL,Bolivia,sdg16_cpi,0.4013930081082506,0.3972079056966784,0.3929646178267418,0.3886626310176488,0.3843014279001977,0.3798804871896024,0.3753992836579165,0.3708572881066345,0.3662539673386753,0.3615887841306566,0.3568611972044238,0.3520706611991286,0.34,0.34,0.35,0.34,0.33,0.33,0.29,0.31,0.31,0.3004779211036172,0.8859999999999999,16,0.372382842171022,0.3517261586773002,LAC,1
BRA,Brazil,sdg16_cpi,0.523099243133629,0.5161872408188941,0.5090892107020011,0.5018021673781874,0.4943230847645736,0.4866488955893402,0.4787764908745515,0.4707027194131541,0.4624243872396221,0.4539382570939523,0.4452410478797759,0.43632943411572,0.43,0.42,0.43,0.38,0.4,0.37,0.35,0.35,0.38,0.3470659425946252,0.8859999999999999,16,0.47823120514153666,0.4710303821724241,LAC,1
BRB,Barbados,sdg16_cpi,0.8893068180904926,0.8807666402076961,0.8717138423714594,0.8621340157773112,0.8520124186366544,0.8413339691585087,0.8300832383912393,0.8182444429213618,0.8058014374265774,0.792737707080601,0.7790363598064616,0.7646801183757361,0.76,0.75,0.74,0.7012592713314199,0.61,0.68,0.68,0.62,0.64,0.6132852545031628,0.8859999999999999,16,0.7898551193887572,0.7189336260269348,LAC,1
BRN,Brunei Darussalam,sdg16_cpi,0.5381789358124003,0.541628841248631,0.5450989279037444,0.5485893076841322,0.5521000930952304,0.5556313972448343,0.5591833338459864,0.5627560172203268,0.5663495623011983,0.5699640846368652,0.5735997003936255,0.5772565263592995,0.55,0.6,0.5883280020561017,0.5920140803533762,0.58,0.62,0.63,0.6,0.6,0.6132856133550852,0.8859999999999999,16,0.6164443059586755,0.6271348703387487,East & South Asia,1
BTN,Bhutan,sdg16_cpi,0.5471561282581376,0.5536351271830995,0.5601756865314655,0.5667783358317422,0.57344360891517,0.5801720439492328,0.5869641834717072,0.5938205744249103,0.6007417681903462,0.6077283206228685,0.6147807920863784,0.6218997474885555,0.63,0.63,0.65,0.65,0.65,0.67,0.68,0.68,0.68,0.6913578580738147,0.8859999999999999,16,0.718243756750225,0.5698697838590591,East & South Asia,1
BWA,Botswana,sdg16_cpi,0.7144629502083077,0.7093233694900896,0.704062598325887,0.6986790775592127,0.693171231226728,0.6875374663920297,0.6817761729779015,0.6758857235967781,0.6698644733799313,0.6637107598049994,0.6574229025216773,0.6509992031754095,0.65,0.64,0.63,0.63,0.6,0.61,0.61,0.61,0.6,0.594267839333039,0.8859999999999999,16,0.6776128503239389,0.6283677685363511,Africa,1
CAF,Central African Republic,sdg16_cpi,0.2433228021737505,0.2433228272812471,0.2433228523166022,0.2433228772798301,0.2433229021709522,0.2433229269899328,0.2433229517367721,0.2433229764114628,0.2433230010139979,0.2433230255444129,0.2433230500026582,0.2433230743887549,0.26,0.25,0.24,0.24,0.2,0.23,0.26,0.25,0.26,0.2433233143547184,0.8859999999999999,16,0.26972030614387793,0.22171094777507833,Africa,1
CAN,Canada,sdg16_cpi,0.889682471537057,0.8856338563653452,0.8814688353659008,0.8771858457325976,0.872783307414565,0.8682596229421549,0.8636131772521196,0.8588423375108221,0.8539454529354487,0.8489208546137945,0.8437668553225777,0.838481749343309,0.84,0.81,0.81,0.83,0.82,0.82,0.81,0.77,0.77,0.7750751392806734,0.8859999999999999,16,0.888390381096422,0.8536715943069536,West,1
CHE,Switzerland,sdg16_cpi,0.8682152997996155,0.8673747430887815,0.8665315757303205,0.8656857932803845,0.8648373912889298,0.863986365299489,0.8631327108491647,0.8622764234691473,0.8614174986837568,0.8605559320112164,0.8596917189631483,0.8588248550449507,0.86,0.85,0.86,0.86,0.86,0.85,0.85,0.85,0.85,0.8500286964040598,0.8859999999999999,16,0.9144238418632534,0.8804324034892009,West,1
CHL,Chile,sdg16_cpi,0.7954867444541094,0.7898602470848886,0.7840967806916339,0.7781945446035081,0.7721517183431175,0.7659664614268635,0.7596369131629999,0.7531611924480544,0.7465373975613616,0.7397636059573358,0.7328378740557824,0.725758237030611,0.72,0.71,0.73,0.7,0.66,0.67,0.67,0.67,0.67,0.6537353319015367,0.8859999999999999,16,0.7756787180309112,0.7557779614154089,LAC,1
CHN,China,sdg16_cpi,0.3479936239836192,0.3507699373912416,0.3535617267491631,0.3563690674904762,0.359192035390663,0.3620307065692074,0.3648851574911163,0.3677554649684111,0.3706417061614644,0.3735439585808109,0.3764623000884768,0.3793968088994646,0.39,0.4,0.36,0.37,0.4,0.41,0.39,0.41,0.42,0.40965583232488,0.8859999999999999,16,0.42582473463413434,0.4257900628522679,East & South Asia,1
CIV,Cote d'Ivoire,sdg16_cpi,0.1556874893346354,0.1649866494563134,0.1745197500072919,0.1842915775355571,0.1943070076091757,0.2045710063832722,0.2150886321928382,0.2258650371733601,0.2369054689085139,0.2482152721057318,0.259799890300382,0.2716648675889033,0.29,0.27,0.32,0.32,0.34,0.36,0.35,0.35,0.36,0.3700117547416823,0.8859999999999999,16,0.34981064559426983,0.3121265792743373,Africa,1
CMR,Cameroon,sdg16_cpi,0.2730955730886819,0.2720934119441125,0.2710880956369195,0.2700796175386273,0.2690679710087522,0.2680531493946745,0.2670351460317093,0.2660139542429931,0.2649895673394482,0.2639619786200242,0.2629311813713713,0.2618971688680176,0.26,0.25,0.27,0.27,0.26,0.25,0.25,0.25,0.25,0.2513977898102837,0.8859999999999999,16,0.27022307589723077,0.28958311723384783,Africa,1
COG,"Congo, Rep.",sdg16_cpi,0.3295900399750309,0.3231244588555029,0.3165433601425249,0.3098453748018741,0.3030291197617956,0.2960931977798395,0.2890361973077588,0.2818566923557313,0.2745532423549832,0.2671243920194754,0.2595686712061678,0.2518845947738057,0.26,0.22,0.23,0.23,0.2,0.21,0.19,0.19,0.19,0.1772073728921768,0.8859999999999999,16,0.2694039327158947,0.2724043297900173,Africa,1
COL,Colombia,sdg16_cpi,0.3419985815584709,0.3436412471818073,0.3452889724147496,0.3469417706548086,0.3485996553322081,0.3502626399102553,0.3519307378853114,0.3536039627866501,0.3552823281765711,0.3569658476510824,0.3586545348390757,0.3603484034028952,0.36,0.36,0.37,0.37,0.37,0.37,0.36,0.37,0.39,0.3774532915953159,0.8859999999999999,16,0.43918421335330604,0.409843869667557,LAC,1
COM,Comoros,sdg16_cpi,0.3284849032108496,0.3244626420497809,0.320389333771871,0.3162645545005205,0.3120878773220568,0.3078588722654416,0.3035771062819776,0.2992421432248449,0.2948535438286512,0.2904108656887274,0.2859136632401942,0.2813614877370725,0.28,0.28,0.26,0.26,0.24,0.27,0.27,0.25,0.21,0.2336190640357784,0.8859999999999999,16,0.320024927559546,0.3115504902167006,Africa,1
CPV,Cabo Verde,sdg16_cpi,0.5744280761566927,0.5744279924693494,0.5744279086068751,0.5744278245691063,0.574427740356068,0.574427655967888,0.574427571404307,0.5744274866655594,0.5744274017515067,0.5744273166622236,0.5744272313976673,0.5744271459578449,0.6,0.58,0.57,0.55,0.59,0.55,0.57,0.58,0.58,0.574426282104767,0.8859999999999999,16,0.6555233900043087,0.6212637069142988,Africa,1
CRI,Costa Rica,sdg16_cpi,0.4936900162414197,0.4975262058974294,0.5013872870570779,0.5052734077560999,0.5091847168662511,0.513121364100229,0.5170835000160032,0.5210712760214307,0.5250848443790535,0.5291243582105665,0.5331899715016739,0.5372818391066776,0.54,0.53,0.54,0.55,0.58,0.59,0.56,0.56,0.57,0.5773502958573093,0.8859999999999999,16,0.6332175621085318,0.6199259425892568,LAC,1
CUB,Cuba,sdg16_cpi,0.4699935339614701,0.4699937759195117,0.4699940177447518,0.4699942594375024,0.4699945009974507,0.4699947424248806,0.4699949837196779,0.4699952248817856,0.4699954659112316,0.4699957068081009,0.4699959475723364,0.469996188203966,0.48,0.46,0.46,0.47,0.47,0.47,0.47,0.48,0.47,0.4699985871406123,0.8859999999999999,16,0.5460974480927816,0.3569653080952675,LAC,1
CYP,Cyprus,sdg16_cpi,0.7826756224624787,0.7762495410345602,0.7691115756679578,0.761232327124854,0.7525814191900853,0.7431274692548255,0.73283805806302,0.7216796985983165,0.7096178040869217,0.6966166550933377,0.6826393656832921,0.6676478486286423,0.66,0.63,0.63,0.61,0.55,0.57,0.59,0.58,0.57,0.566383673777,0.8859999999999999,16,0.6968690279775509,0.6987567750542277,E. Europe & C. Asia,1
CZE,Czech Republic,sdg16_cpi,0.3325877282489955,0.3429694270933545,0.3536679686024264,0.3646927247236036,0.3760533320564185,0.3877596987789289,0.3998220117312705,0.412250743657605,0.4250566606085293,0.4382508295073997,0.4518446258817761,0.4658497417620069,0.49,0.48,0.51,0.56,0.55,0.57,0.59,0.56,0.54,0.5321179742724311,0.8859999999999999,16,0.5923095825991905,0.696435617488408,West,1
DEU,Germany,sdg16_cpi,0.7788380440077916,0.7800785722856034,0.781321076321845,0.7825655592629772,0.7838120242603424,0.7850604744705905,0.7863109130551891,0.7875633431806435,0.7888177680185393,0.7900741907455924,0.7913326145433714,0.7925930425986749,0.79,0.78,0.79,0.81,0.81,0.81,0.8,0.8,0.8,0.8050651278952188,0.8859999999999999,16,0.8721386716841354,0.8371972109932379,West,1
DJI,Djibouti,sdg16_cpi,0.4667387728490126,0.4590439017349297,0.4511696024301557,0.443113239866733,0.4348721458158451,0.4264436185016791,0.4178249222116221,0.409013286901299,0.400005907796384,0.3907999449885864,0.3813925230284525,0.3717807305127394,0.36,0.36,0.34,0.34,0.3,0.31,0.31,0.3,0.27,0.2702988891328175,0.8859999999999999,16,0.3681099364972017,0.3403692668007294,Africa,1
DNK,Denmark,sdg16_cpi,0.9601485063332972,0.9566117446015454,0.9530096211029856,0.9493415375008354,0.945606890925454,0.9418050739437548,0.937935474526931,0.933997476019016,0.9299904571050704,0.9259137917785338,0.9217668493092432,0.9175489942102146,0.9,0.91,0.92,0.91,0.9,0.88,0.88,0.87,0.88,0.8698363392758708,0.8859999999999999,16,0.9649724145251569,0.8857322963952003,West,1
DOM,Dominican Republic,sdg16_cpi,0.3568231652490041,0.3536755836332332,0.3504954227057197,0.3472824649694814,0.3440364916778549,0.3407572828278873,0.3374446171538849,0.3340982721202934,0.3307180239154164,0.3273036474443316,0.3238549163220412,0.3203716028667216,0.32,0.29,0.32,0.33,0.31,0.29,0.3,0.28,0.28,0.2834770426987631,0.8859999999999999,16,0.35809994678641854,0.4028860304684738,LAC,1
DZA,Algeria,sdg16_cpi,0.3499951259162088,0.3499951275381789,0.3499951290552445,0.3499951304673772,0.3499951317746621,0.3499951329768862,0.3499951340741631,0.3499951350664361,0.3499951359537618,0.3499951367361973,0.3499951374135719,0.3499951379859567,0.34,0.36,0.36,0.36,0.34,0.33,0.35,0.35,0.36,0.3499951379610735,0.8859999999999999,16,0.3685945845258844,0.3443336094916488,MENA,1
ECU,Ecuador,sdg16_cpi,0.2642835369210417,0.2686253963898224,0.2730117502901237,0.2774429886851308,0.2819195047979548,0.2864416950363022,0.2910099590167974,0.295624699589915,0.300286322864963,0.3049952382351151,0.309751858402798,0.3145565994051935,0.32,0.35,0.33,0.32,0.31,0.32,0.34,0.38,0.39,0.3670391613417934,0.8859999999999999,16,0.358150371901813,0.3500982677992566,LAC,1
EGY,"Egypt, Arab Rep.",sdg16_cpi,0.339986080163019,0.3399861245815252,0.3399861688995713,0.3399862131171893,0.3399862572343473,0.3399863012510522,0.3399863451672509,0.3399863889829433,0.3399864326982182,0.3399864763130544,0.3399865198273346,0.3399865632410908,0.32,0.32,0.37,0.36,0.34,0.32,0.35,0.35,0.33,0.3399869917413127,0.8859999999999999,16,0.3775418813289404,0.46248993065978816,MENA,1
ERI,Eritrea,sdg16_cpi,0.2077606953990876,0.2077607255319717,0.2077607556035658,0.2077607856138685,0.2077608155628874,0.2077608454505886,0.2077608752769952,0.2077609050421287,0.2077609347459419,0.207760964388473,0.2077609939696993,0.207761023489629,0.25,0.2,0.18,0.18,0.18,0.2,0.24,0.23,0.21,0.2077613153570365,0.8859999999999999,16,0.410191740222461,0.2906819378675935,Africa,1
ESP,Spain,sdg16_cpi,0.5988437741861752,0.5988437420011437,0.5988437096353287,0.5988436770887731,0.5988436443613807,0.5988436114532405,0.5988435783642849,0.5988435450945282,0.5988435116439419,0.5988434780125651,0.5988434442003694,0.5988434102073725,0.65,0.59,0.6,0.58,0.58,0.57,0.58,0.62,0.62,0.5988430604544632,0.8859999999999999,16,0.7135063639749668,0.735804233247931,West,1
EST,Estonia,sdg16_cpi,0.5030061211401007,0.5145343699268272,0.5262603987280681,0.5381872222151927,0.5503178981302552,0.5626555278773484,0.5752032571205072,0.5879642763909834,0.6009418217011859,0.6141391751679288,0.62755966564327,0.6412066693544674,0.64,0.68,0.69,0.7,0.7,0.71,0.73,0.74,0.75,0.7598048208508263,0.8859999999999999,16,0.7115593095467413,0.7159647011500082,E. Europe & C. Asia,1
ETH,Ethiopia,sdg16_cpi,0.3120233720119927,0.3134838471451502,0.3149207327487744,0.3163330326808307,0.3177197267982876,0.3190797704694432,0.3204120940771418,0.3217156025125831,0.3229891746601367,0.3242316628720374,0.3254418924337301,0.3266186610187986,0.33,0.33,0.33,0.33,0.34,0.35,0.34,0.37,0.38,0.3874461226263861,0.8859999999999999,16,0.38517981545703645,0.37263948853407014,Africa,1
FIN,Finland,sdg16_cpi,0.9661263202077864,0.9613573647803796,0.9564802893631006,0.9514938534866344,0.9463968048742109,0.9411878793387478,0.935865800678978,0.9304292805752868,0.9248770184840378,0.9192077015316986,0.913420004407282,0.9075125892546668,0.9,0.89,0.89,0.9,0.89,0.85,0.85,0.86,0.85,0.8422671705480642,0.8859999999999999,16,0.9571156443154962,0.9012146071621999,West,1
FRA,France,sdg16_cpi,0.6999933226975088,0.6999931340782695,0.6999929452424851,0.6999927561901274,0.699992566921324,0.699992377435791,0.6999921877337982,0.6999919978152462,0.6999918076800924,0.6999916173283509,0.6999914267599934,0.699991235975034,0.71,0.71,0.69,0.7,0.69,0.7,0.72,0.69,0.69,0.6999893164382627,0.8859999999999999,16,0.7692216808601249,0.7896485361892223,West,1
GAB,Gabon,sdg16_cpi,0.4196924138722444,0.4151276501921899,0.4104661964836502,0.4057068225247704,0.4008482847883456,0.3958893263087049,0.3908286765481819,0.3856650512615083,0.3803971523596985,0.3750236677717957,0.3695432713062239,0.3639546225099295,0.35,0.34,0.37,0.34,0.35,0.32,0.31,0.31,0.3,0.2967567610504638,0.8859999999999999,16,0.3314773021277285,0.4090795929796857,Africa,1
GBR,United Kingdom,sdg16_cpi,0.7699816450313106,0.7699817031653992,0.7699817611425187,0.7699818189626841,0.7699818766258901,0.7699819341321146,0.7699819914813784,0.7699820486736607,0.7699821057089551,0.769982162587254,0.7699822193085547,0.7699822758728468,0.74,0.76,0.78,0.81,0.81,0.82,0.8,0.77,0.77,0.7843814286160615,0.8859999999999999,16,0.8711950254529591,0.8412593498926075,West,1
GEO,Georgia,sdg16_cpi,0.414927301484532,0.4221645800286495,0.4294999510683439,0.4369346073621116,0.4444697553164545,0.4521066151362802,0.459846420976497,0.4676904210956536,0.475639878010746,0.4836960686542326,0.4918602845323718,0.5001338318853286,0.52,0.49,0.52,0.52,0.57,0.56,0.58,0.56,0.56,0.5806133180566775,0.8859999999999999,16,0.474364725726982,0.43997966986628173,E. Europe & C. Asia,1
GHA,Ghana,sdg16_cpi,0.5272001820313008,0.5223552111269782,0.5174177091598864,0.5123866259034671,0.5072609010157052,0.5020394639495578,0.4967212338624307,0.4913051195247462,0.4857900192279132,0.4801748206915164,0.4744584009696453,0.4686396263564845,0.45,0.46,0.48,0.47,0.43,0.4,0.41,0.41,0.43,0.4067490435145018,0.8859999999999999,16,0.4677011433866822,0.5100210740509092,Africa,1
GIN,Guinea,sdg16_cpi,0.1658882695448369,0.1714941375943794,0.1771634275389715,0.1828967121055313,0.1886945686964907,0.1945575794251794,0.2004863311520353,0.2064814155216936,0.2125434289994245,0.2186729729083367,0.2248706534668372,0.2311370818260343,0.24,0.24,0.25,0.25,0.27,0.27,0.28,0.29,0.28,0.293783646468853,0.8859999999999999,16,0.29999326163879486,0.2536734666360194,Africa,1
GMB,"Gambia, The",sdg16_cpi,0.2185129473291613,0.2239565638713578,0.2294819968886905,0.2350902924282358,0.2407825088720461,0.2465597170757139,0.2524230005083918,0.258373455394377,0.2644121908562571,0.2705403290595161,0.2767590053587732,0.2830693684456822,0.34,0.28,0.29,0.28,0.26,0.3,0.37,0.37,0.37,0.3551802176016636,0.8859999999999999,16,0.3930916221584327,0.43801701854568326,Africa,1
GNB,Guinea-Bissau,sdg16_cpi,0.2445819185809838,0.2410935423376585,0.2375655316974345,0.2339975840482111,0.2303893947738515,0.2267406572417343,0.2230510627904536,0.2193203007173565,0.2155480582659663,0.2117340206133633,0.207877870857466,0.2039792900043906,0.25,0.19,0.19,0.17,0.16,0.17,0.16,0.18,0.19,0.1657400888824582,0.8859999999999999,16,0.24818712488258055,0.2416688184648255,Africa,1
GNQ,Equatorial Guinea,sdg16_cpi,0.2688572740972859,0.2635340990784982,0.2581103674687313,0.2525848252789728,0.246956205002732,0.241223225482031,0.2353845917700709,0.2294389949937283,0.2233851122149985,0.2172216062895131,0.2109471257257951,0.2045603045419,0.2,0.19,0.1851633970270541,0.1791611089288949,0.1735822144603389,0.17,0.16,0.16,0.16,0.1544252171838991,0.8859999999999999,16,0.1881701981376635,0.2385859667593631,Africa,1
GRC,Greece,sdg16_cpi,0.162186177443278,0.1768069702375356,0.1919723521511613,0.2076987912454804,0.224003207987149,0.2409029870062085,0.2584159891487232,0.2765605638312003,0.2953555617043442,0.3148203476338693,0.3349748140057329,0.355839394363862,0.36,0.4,0.43,0.46,0.44,0.48,0.45,0.48,0.5,0.5029444544426482,0.8859999999999999,16,0.5423886525598978,0.6288035974799857,West,1
GTM,Guatemala,sdg16_cpi,0.4048055601561398,0.3982137219332973,0.3914963740137729,0.3846519744194623,0.3776789648677265,0.3705757706116337,0.3633408002784772,0.3559724457078275,0.3484690817865097,0.3408290662835505,0.3330507396824718,0.3251324250128107,0.33,0.29,0.32,0.28,0.28,0.28,0.27,0.26,0.25,0.2444259718346373,0.8859999999999999,16,0.3505358506160319,0.3074265188789284,LAC,1
GUY,Guyana,sdg16_cpi,0.1152431595154865,0.1258560414818799,0.1367981187737168,0.148077545393864,0.1597026579322591,0.1716819794256192,0.1840242232958857,0.1967382973688742,0.2098333079745238,0.2233185641309401,0.2372035818126932,0.2514980883067643,0.28,0.27,0.3,0.29,0.34,0.38,0.37,0.4,0.41,0.4297899342999951,0.8859999999999999,16,0.4135406881082829,0.42018341484405075,LAC,1
HND,Honduras,sdg16_cpi,0.2844182071598311,0.2841469621493218,0.2838749683090782,0.2836022244823653,0.2833287295110551,0.2830544822354426,0.2827794814943871,0.2825037261251708,0.282227214963541,0.2819499468438948,0.2816719205989102,0.2813931350599432,0.28,0.26,0.29,0.31,0.3,0.29,0.29,0.26,0.24,0.2699705186030571,0.8859999999999999,16,0.32898175123372214,0.32439876934997197,LAC,1
HRV,Croatia,sdg16_cpi,0.4811000352927763,0.4811000233422433,0.4811000112469088,0.4810999990068083,0.48109998662202,0.4810999740924728,0.4810999614181668,0.4810999485990521,0.4810999356351857,0.4810999225265391,0.4810999092731407,0.4810998958748769,0.46,0.48,0.48,0.51,0.49,0.49,0.48,0.47,0.47,0.4810997537880936,0.8859999999999999,16,0.5057630612379955,0.527027410104161,E. Europe & C. Asia,1
HTI,Haiti,sdg16_cpi,0.1911066211365266,0.1911066220314268,0.1911066228691424,0.191106623649496,0.1911066243724875,0.1911066250381878,0.1911066256466114,0.1911066261977652,0.1911066266915853,0.1911066271280432,0.1911066275071959,0.1911066278290789,0.19,0.19,0.19,0.17,0.2,0.22,0.2,0.18,0.18,0.1911066278418474,0.8859999999999999,16,0.24044916226814522,0.24889762026858,LAC,1
