target,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
17.3,1.8437923083333332,2.42477445,2.855313975,4.60628605,32.33719276241666,20.71837006491667,34.50104540141667,21.795918440999998,25.30311028125,60.08618015183333,94.46548854916666,89.07251503858333,0.10926846150000004
17.4,246.58934178333334,0.0,0.0,0.0,653.769726325,701.2057875833334,756.0038682750001,763.706315325,801.7805843250001,878.6591209050835,956.6978944449999,1084.1537597458334,279.906981175
17.6,2.0598877166666663,1.5231518,2.5324057333333334,1.5175295166666667,7.151222490666667,20.278552805916668,8.806292333750001,8.09901391925,51.16825119908333,51.15105327949993,54.40802010766667,43.4857433491667,13.400671740999996
2.1,87.22496336666666,113.85869124999999,118.58497140833335,127.58804277500002,241.77904505499998,326.4893764061667,489.73599293025006,471.6104908155834,506.8547674004167,489.31733591500006,521.3759094047501,1226.5526618619167,601.7098510629166
2.2,221.06202485,238.1870221083333,304.52394275833336,331.46967306666664,390.50321779675,402.54047303183336,411.85474333524996,454.3272795784167,494.09192361091675,475.5530781626667,505.9515942605835,204.47965752891668,56.702965521999985
2.3,83.17205414166669,19.887021666666666,26.922261191666667,26.57606141666667,497.78288484716654,519.5448597678334,960.6388388949166,967.7790781996669,1048.080117216833,1050.5644122341669,1153.7814344818335,1263.4927369173336,303.21836173791667
2.5,0.0,0.0,0.0,0.0,8.4795893655,21.04942906033333,211.59010460483333,190.77639109341672,188.20976669216674,142.3134512565833,159.60033841983324,49.45986668358335,0.0
3.1,272.91830294166664,156.28210625,181.23578186666666,200.17291677499998,1193.519231547083,1239.1768244719171,1337.0241661442499,1464.7303789219166,3480.4909868612503,3701.04195649225,3953.812689698917,4157.197026146083,968.152619292667
3.2,295.79393495,510.70112664166675,587.4599609,698.4182055166667,1765.5784623470831,1831.5150645645003,1892.4821258195002,2067.367912036,4094.9818536795,4408.9535061265005,4559.815971619333,4789.406929203334,969.2921206717502
3.3,0.0,1.3684538666666666,3.1697067666666667,4.191886116666667,7.667811259083333,8.817937963166667,7.864234561083336,33.43283996466667,60.70666156441666,64.0875345725,94.59287916075,96.23492677266667,18.059856468750002
3.4,224.56136623333333,123.68207059166667,151.642901075,162.8973420833333,1156.5536938082498,1209.6973116302502,1297.9371907615835,1418.2649047035834,3333.5729718324174,3557.777613027083,3798.70684374525,4019.9189594971667,922.2438849948336
3.5,4.651403374999999,8.754108966666667,14.286064991666667,14.312790475,12.618077302083332,14.947443873833333,13.541111248000002,41.76305818808333,190.95748799824997,189.29299394150001,241.36002688741667,231.69610838633335,48.502835832833334
3.6,13.1778303,121.83514998333332,119.87403930000002,161.42157492500002,148.90142375291663,210.53501605075,298.9388906419167,280.58537357716676,240.94724882458323,175.18182349383335,193.54525101941664,261.7325192134166,40.04088976366667
3.7,159.77980657499998,0.5406645916666667,0.451380025,0.4718356,965.43924238475,1014.5612089665001,1102.7280088004165,1204.7549905616665,1309.32250893575,1408.0076164606667,1540.3969777727496,1629.16321829675,454.88899375316663
3.8,252.801630025,493.894528475,574.6799864166667,689.47018955,1758.5956744746663,1816.2850941218335,1876.7387636348335,2244.8337651911665,4239.866073716834,4540.738115742,4670.463397838501,4972.901208861334,1223.271124529167
3.9,34.088032541666664,63.28031423333333,83.32393370833334,70.07245197499999,64.47573106341667,69.75485478341666,79.38872215741665,57.1902078905,82.27459800800001,39.80167943241668,43.22075818166665,33.86062621666668,2.1327409097500007
3.a,4.651403374999999,8.754108966666667,14.286064991666667,14.312790475,12.618077302083332,13.030997557083333,11.977026794583335,39.63186421891666,53.76475485858333,55.57716989158333,77.83084651483334,75.86982601525001,10.983951768000004
3.b,17.223193441666666,16.299331141666666,21.92602619166667,20.693156958333333,20.312063767499993,25.069769557916665,25.577154561166665,34.68515680474999,40.70756007666666,30.170459777166666,51.31603092591666,45.353918861166676,6.589867508666667
3.c,20.298257,23.379654483333333,26.831488041666667,28.161829316666665,27.00306724883331,59.90154921708333,51.99786467833333,35.99741923075,43.07076109008335,38.060300252916676,62.35250907233333,58.406843711833346,12.129794917416659
3.d,11.347188749999999,19.963966283333335,20.262683575,17.225203825,16.963732044916668,16.523672179833333,15.722727749666664,56.24978369366666,106.50690163566665,106.70409565375,174.15888969641665,145.81211445916668,23.580904818500002
4.1,1263.9369766833333,411.9959495166667,437.985826575,465.94506093333337,1018.5841197029999,1063.094023350167,1586.2246489371664,4444.103493835833,4555.351925325415,4690.03031899608,4864.0058397734965,4937.657106862912,1223.228713449917
4.2,1251.1617452416667,396.63448161666673,419.62383457500005,437.0890542416667,984.7964029314999,998.9458289064168,1218.3724148468332,4158.544992170835,4318.353793795833,4396.056234239497,4543.5736087559135,4638.873710664161,1197.7140976450003
4.3,955.8135765583334,829.5633473333334,876.8242608333334,1036.3892564166665,1334.6206917290008,1355.8320695348327,1850.113383014917,1976.318649490834,2286.125766950499,2301.5026895004166,2380.1962204156675,2640.6949888049176,624.5515617004999
4.4,826.4050598666668,610.8431350749999,637.8027782,793.806397475,1015.444853508667,1070.1627335482494,1540.3077804534173,1594.3782877973335,1838.4971282400832,1872.4571196084166,1971.0169827504174,1979.6227919850842,456.3058680820835
4.5,400.4287092083334,207.7410743916667,233.43646831666666,241.934347725,766.2121835544999,811.2651071749167,1328.2314564683334,1314.6312044899169,1341.1830435379998,1387.7336587864995,1456.6729082345835,1691.8247384781664,406.0615260464167
4.6,1237.6163487500003,435.37347915000004,460.7499329583333,493.05305394166663,1072.377517882,1114.7933072237502,1365.7297134569167,4273.057291536252,4716.126244090416,4786.334885741078,4942.986835885996,5025.279018881744,1283.0219111452504
4.c,909.6404505083333,88.68373854166668,87.31510277500001,104.5381053,128.28380210341675,132.55134189975007,115.84343899483329,3021.9216488310008,3130.954129157416,3206.256966120831,3309.305653825996,3418.254987010828,865.0803794610838
5.1,59.427300475,68.44221388333332,71.50491898333333,73.59366629166666,84.02580206225,91.65644097641673,95.35332636258333,104.34150121925003,127.12251989125004,117.8477587373334,141.7458729418333,121.51762881958332,24.104158868
5.3,2.201337608333333,2.5624978166666668,7.1796654,3.2486103,3.72871280725,3.058059882416666,2.205803103499999,4.5239645825,32.70365363616665,20.942003756333335,45.351150433,35.14554017516667,5.2138999335
5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8816445745,3.383020561916667,3.294941266166667,2.991350800166667,0.3609859005833333
5.5,60.14660680833334,69.17844315833332,73.031019675,75.26854295833333,86.26725753016666,102.05807243650004,139.98003966166667,155.12631753991676,167.20499292908337,160.0762036507501,186.06145543316666,160.5172680975833,29.865573732916676
6.1,163.66206346666667,150.55653290833334,154.812907725,164.63413715833335,593.8691741708332,611.0723574715835,654.5874476245,654.8373413655,767.9638786126668,738.4739306380835,818.4096866263333,898.7622755963332,239.07501147916668
6.2,157.46586524999998,122.93874938333333,151.975093175,145.29331378333336,575.4041008297498,593.0192272646667,636.1441257915001,637.61385891625,747.6632588431668,711.4310322135835,790.7689509643332,867.1280029401665,230.79564815108336
6.4,116.3192709,83.20303613333334,68.67849999166665,83.28907614166667,507.25571820183325,532.6302468801667,579.4703223178334,592.6602717188335,3073.4266322252497,2218.6564485560834,2252.62860759225,2421.7143329031665,818.2048941701667
6.b,0.0,3.7641320583333333,4.3084347916666665,4.1944528750000005,4.204644809333332,3.6976972943333326,2.377527629999999,2.4429597728333357,2.165275173000001,2.134655818583334,2.033502793333334,1.7390544901666674,0.3043688288333333
7.1,89.36973445833334,23.286235633333334,63.659652166666675,64.00725740833333,434.22682901183333,478.86010102008333,512.35093275425,529.0890575891666,6156.900206993251,4254.954676639666,5438.651672835999,6520.674688539917,1914.3930167312499
7.2,76.86166318333333,11.408540899999998,37.536009766666666,30.302811275,430.64199171841665,461.80042298174993,499.26622658058335,509.6754566755,2097.6810235203334,749.2428398518333,861.0345101570834,896.6622575869163,272.0066522815
7.3,14.529906058333333,11.731545366666666,38.49380598333334,32.72732705833334,19.65351942266667,21.84916704933333,21.90790829808333,26.9289637685,4644.394802855333,2465.0757801130835,2520.852276165333,2523.3273645778327,839.4472825373334
8.1,4.3172304666666665,4.621559483333333,4.189199283333333,4.211317916666666,23.08208180775,5.269081721833333,6.032189928416666,9.780958538916668,26.858305602166663,33.86809509241667,6.492481497166673,6.648827693333334,0.8483525564999999
8.10,47.131762666666674,62.48933996666666,47.229097841666665,47.33074708333334,71.05998913125,71.15787873525,81.25338927349999,74.27038123041667,83.21918662741666,109.27232407391668,146.0735424518333,171.47536054133332,12.978967038416668
8.2,0.849570775,18.427080733333334,12.264752708333333,27.677368358333332,25.858276103333335,33.12544029808333,43.90693261183334,40.476874214416675,45.82560934208334,19.672531453083334,20.762704037333332,4.884012239583333,0.01044372775
8.3,80.79906910833333,85.43550678333332,88.29524315000002,89.6607636,105.49338219500002,96.64294113925001,125.2436429745,156.44479973724998,179.31743947283334,171.96559257566668,162.39089892591664,212.82952464233333,15.133075618999992
8.4,0.7559469666666667,6.036811816666667,8.114106675,7.053647533333333,10.167435370916666,10.443346814333335,14.044341660333334,12.28681030266667,31.49949032175,18.250156239916667,20.560176728833333,22.02728381116667,0.10269922091666665
8.5,20.01022771666667,21.115992358333333,21.345688683333332,22.4176,24.45133110049999,33.08741455116667,44.210006402999994,57.08472793483333,55.66727206716667,46.23988301766667,29.370867029833335,201.89053089049997,48.030817883583325
8.6,86.2938053,17.426268841666666,19.738853916666663,22.241779058333332,52.00807743125,51.273554533999985,53.99149550091667,58.478497200000014,73.27050630333335,74.48853539550001,77.4874934435,476.74359127450003,132.2414146835
8.7,2.201337608333333,2.5624978166666668,7.1796654,3.2486103,3.72871280725,3.058059882416666,2.205803103499999,4.5239645825,14.982683617833334,7.833339643250001,27.38614899366667,21.03750948616667,2.0310940853333332
9.1,178.98921803333334,612.4133476083333,753.4918043916667,948.4372098833335,1135.7032717612503,1584.867996680833,1624.1125381069166,1760.07768517825,4409.525819768667,3247.4194137661666,3784.8509554378325,2965.9707049167505,922.5913824968334
9.2,15.437583941666666,28.976945133333338,20.178135191666666,25.65859693333334,25.390210049750003,32.37718302408333,17.39583085866666,24.163159729500002,2484.97071292775,1592.530747401083,1546.714322423583,1631.6480298782496,583.3453711004166
9.4,6.619441616666666,7.652535058333333,6.5906193250000005,7.528716625,6.439253114333334,9.701436342083333,12.174966078083331,15.624131131249998,17.4537658845,11.466582397833333,11.52650755175,9.482599424416664,1.0935827758333334
9.5,119.96411460833335,141.9746083666667,161.525770725,194.44027968333333,232.58174356116677,281.6262696636668,280.38573285716654,320.3758097090833,398.7742299911665,361.9934088985835,365.8407715255,346.9216949281667,99.69268972741666
9.b,62.56907163333334,72.15835811666668,94.52601004166667,109.28691759166666,123.79094329291665,165.40820525658336,178.6187883601667,181.51823233141667,244.76445213725,209.88716997016667,213.88952339466658,203.83113399925003,48.123190902916676
